Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Postal Code,Product ID,Sales,Quantity,Discount,Profit
4338,CA-2012-125234,2012-11-27,2012-12-01,Standard Class,SN-20710,Home Office,90004,TEC-AC-10000158,107.97,3,0,22.6737
4339,CA-2012-125234,2012-11-27,2012-12-01,Standard Class,SN-20710,Home Office,90004,OFF-PA-10000482,113.82,3,0,53.4954
4343,CA-2014-105410,2014-03-20,2014-03-23,First Class,ND-18370,Consumer,94109,OFF-BI-10004970,19.824,6,0.2,6.6906
4344,CA-2014-105410,2014-03-20,2014-03-23,First Class,ND-18370,Consumer,94109,TEC-PH-10000038,657.504,6,0.2,-131.5008
4345,CA-2014-105410,2014-03-20,2014-03-23,First Class,ND-18370,Consumer,94109,TEC-AC-10001552,99.54,2,0,10.9494
4346,CA-2014-105410,2014-03-20,2014-03-23,First Class,ND-18370,Consumer,94109,TEC-AC-10002926,199.96,4,0,85.9828
4349,CA-2014-169894,2014-11-25,2014-11-30,Second Class,MV-17485,Consumer,85204,OFF-BI-10004230,20.724,2,0.7,-15.1976
4350,CA-2014-169894,2014-11-25,2014-11-30,Second Class,MV-17485,Consumer,85204,OFF-ST-10000060,415.872,8,0.2,-41.5872
4353,CA-2014-107748,2014-12-11,2014-12-13,Second Class,AG-10330,Consumer,95207,TEC-PH-10003215,95.84,4,0.2,34.742
4354,CA-2014-107748,2014-12-11,2014-12-13,Second Class,AG-10330,Consumer,95207,OFF-PA-10002005,12.96,2,0,6.2208
4376,CA-2011-166954,2011-04-25,2011-04-30,Standard Class,BT-11305,Home Office,91776,FUR-FU-10003708,303.25,5,0,63.6825
4377,CA-2011-166954,2011-04-25,2011-04-30,Standard Class,BT-11305,Home Office,91776,OFF-AP-10001391,270.72,3,0,78.5088
4378,CA-2011-166954,2011-04-25,2011-04-30,Standard Class,BT-11305,Home Office,91776,FUR-CH-10003973,1487.04,5,0.2,148.704
4381,CA-2012-152891,2012-10-25,2012-10-30,Standard Class,TB-21625,Consumer,94109,OFF-AR-10004648,60.45,3,0,16.3215
4382,CA-2012-152891,2012-10-25,2012-10-30,Standard Class,TB-21625,Consumer,94109,FUR-TA-10001857,253.176,3,0.2,-31.647
4387,CA-2013-156811,2013-10-28,2013-11-03,Standard Class,BP-11095,Corporate,94109,OFF-AP-10001366,43.92,4,0,11.8584
4388,CA-2013-156811,2013-10-28,2013-11-03,Standard Class,BP-11095,Corporate,94109,OFF-BI-10001628,25.032,3,0.2,7.8225
4397,CA-2013-148740,2013-11-16,2013-11-20,Standard Class,AH-10690,Corporate,92037,TEC-PH-10002549,361.376,2,0.2,27.1032
4403,CA-2013-114538,2013-12-27,2013-12-28,First Class,RC-19825,Consumer,80906,OFF-AR-10002445,11.328,2,0.2,2.5488
4410,US-2011-154879,2011-05-06,2011-05-11,Standard Class,SN-20710,Home Office,90004,OFF-LA-10004425,5.78,2,0,2.7166
4411,US-2011-154879,2011-05-06,2011-05-11,Standard Class,SN-20710,Home Office,90004,OFF-AR-10001897,107.94,6,0,30.2232
4416,CA-2011-153983,2011-11-29,2011-12-06,Standard Class,AH-10210,Consumer,94109,TEC-PH-10004586,575.92,2,0.2,71.99
4417,CA-2011-153983,2011-11-29,2011-12-06,Standard Class,AH-10210,Consumer,94109,OFF-FA-10003112,30.4,5,0,15.2
4428,US-2014-103226,2014-09-23,2014-09-29,Standard Class,DW-13195,Corporate,87105,OFF-PA-10002666,27.18,3,0,12.231
4449,CA-2012-121965,2012-06-19,2012-06-23,Standard Class,LH-17155,Consumer,90004,FUR-FU-10000732,12.56,2,0,4.0192
4450,CA-2012-121965,2012-06-19,2012-06-23,Standard Class,LH-17155,Consumer,90004,OFF-PA-10004355,6.48,1,0,3.1104
4451,CA-2012-121965,2012-06-19,2012-06-23,Standard Class,LH-17155,Consumer,90004,OFF-EN-10000056,186.69,3,0,87.7443
4452,CA-2013-147137,2013-07-05,2013-07-07,First Class,AA-10645,Consumer,94109,FUR-FU-10000221,25.4,5,0,8.636
4453,CA-2013-147137,2013-07-05,2013-07-07,First Class,AA-10645,Consumer,94109,OFF-EN-10003567,43.96,2,0,20.6612
4454,CA-2013-147137,2013-07-05,2013-07-07,First Class,AA-10645,Consumer,94109,FUR-BO-10001811,1279.165,5,0.15,225.735
4455,CA-2013-147137,2013-07-05,2013-07-07,First Class,AA-10645,Consumer,94109,OFF-ST-10002486,27.92,4,0,0.5584
4456,US-2012-146745,2012-09-03,2012-09-08,Standard Class,AS-10630,Home Office,94109,FUR-CH-10002372,129.568,2,0.2,-12.9568
4457,US-2012-146745,2012-09-03,2012-09-08,Standard Class,AS-10630,Home Office,94109,OFF-BI-10003274,6.368,2,0.2,2.1492
4458,CA-2014-115175,2014-08-08,2014-08-13,Standard Class,MC-17575,Consumer,95123,OFF-PA-10001878,244.55,5,0,114.9385
4459,CA-2014-105851,2014-03-14,2014-03-21,Standard Class,SE-20110,Consumer,80219,OFF-SU-10002881,1332.496,2,0.2,-299.8116
4460,US-2014-125717,2014-09-29,2014-10-02,First Class,DS-13030,Home Office,80013,FUR-FU-10001979,32.776,1,0.2,3.2776
4461,US-2014-125717,2014-09-29,2014-10-02,First Class,DS-13030,Home Office,80013,OFF-ST-10001522,147.184,2,0.2,-29.4368
4462,US-2014-125717,2014-09-29,2014-10-02,First Class,DS-13030,Home Office,80013,TEC-AC-10003657,54.384,2,0.2,1.3596
4463,US-2014-125717,2014-09-29,2014-10-02,First Class,DS-13030,Home Office,80013,OFF-BI-10001718,76.776,4,0.7,-58.8616
4464,US-2014-125717,2014-09-29,2014-10-02,First Class,DS-13030,Home Office,80013,OFF-PA-10003022,14.352,3,0.2,5.2026
4465,US-2014-125717,2014-09-29,2014-10-02,First Class,DS-13030,Home Office,80013,OFF-AP-10000891,209.792,2,0.2,26.224
4466,CA-2012-163895,2012-08-07,2012-08-11,Standard Class,NS-18640,Corporate,83704,OFF-BI-10004970,3.304,1,0.2,1.1151
4481,CA-2013-109365,2013-11-04,2013-11-09,Standard Class,XP-21865,Consumer,90004,OFF-FA-10001561,15.26,7,0,5.0358
4482,CA-2013-109365,2013-11-04,2013-11-09,Standard Class,XP-21865,Consumer,90004,OFF-AP-10002998,43.32,2,0,14.2956
4483,CA-2013-109365,2013-11-04,2013-11-09,Standard Class,XP-21865,Consumer,90004,OFF-BI-10003981,43.584,12,0.2,15.7992
4484,CA-2013-109365,2013-11-04,2013-11-09,Standard Class,XP-21865,Consumer,90004,OFF-PA-10001725,116.28,3,0,56.9772
4485,CA-2013-109365,2013-11-04,2013-11-09,Standard Class,XP-21865,Consumer,90004,OFF-BI-10002071,9.296,2,0.2,3.0212
4486,CA-2013-109365,2013-11-04,2013-11-09,Standard Class,XP-21865,Consumer,90004,OFF-PA-10000477,19.44,3,0,9.3312
4487,CA-2013-109365,2013-11-04,2013-11-09,Standard Class,XP-21865,Consumer,90004,OFF-PA-10004359,314.55,3,0,150.984
4491,CA-2014-105921,2014-08-15,2014-08-22,Standard Class,JM-15250,Consumer,90004,FUR-TA-10001095,418.296,3,0.2,5.2287
4496,CA-2014-112753,2014-06-19,2014-06-24,Standard Class,CC-12670,Consumer,90004,FUR-BO-10004015,917.9235,9,0.15,75.5937
4497,CA-2014-112753,2014-06-19,2014-06-24,Standard Class,CC-12670,Consumer,90004,OFF-PA-10002036,38.88,6,0,19.0512
4499,CA-2011-103401,2011-11-21,2011-11-26,Standard Class,GR-14560,Corporate,94109,OFF-PA-10003309,12.96,2,0,6.2208
4500,CA-2013-124814,2013-04-11,2013-04-17,Standard Class,FM-14215,Corporate,93309,OFF-PA-10002787,12.96,2,0,6.2208
4501,CA-2013-124814,2013-04-11,2013-04-17,Standard Class,FM-14215,Corporate,93309,OFF-BI-10000174,23.2,5,0.2,8.12
4504,US-2011-138247,2011-12-24,2011-12-29,Standard Class,BF-11170,Home Office,90004,TEC-PH-10000213,173.656,7,0.2,17.3656
4505,US-2011-138247,2011-12-24,2011-12-29,Standard Class,BF-11170,Home Office,90004,OFF-AP-10000828,361.96,2,0,101.3488
4506,US-2011-138247,2011-12-24,2011-12-29,Standard Class,BF-11170,Home Office,90004,TEC-AC-10004708,62.85,3,0,13.1985
4507,US-2011-138247,2011-12-24,2011-12-29,Standard Class,BF-11170,Home Office,90004,TEC-PH-10001530,818.376,3,0.2,51.1485
4508,US-2011-138247,2011-12-24,2011-12-29,Standard Class,BF-11170,Home Office,90004,OFF-ST-10002301,20.34,1,0,0.2034
4509,US-2011-138247,2011-12-24,2011-12-29,Standard Class,BF-11170,Home Office,90004,FUR-FU-10002554,23.99,1,0,5.5177
4510,CA-2014-167003,2014-05-24,2014-05-30,Standard Class,VS-21820,Consumer,90004,FUR-TA-10001520,171.288,3,0.2,-6.4233
4513,CA-2013-118969,2013-10-03,2013-10-04,First Class,LP-17095,Consumer,85023,OFF-BI-10002429,54.792,6,0.7,-40.1808
4517,US-2013-128678,2013-09-16,2013-09-21,Standard Class,RB-19570,Consumer,98103,OFF-PA-10000807,21.4,5,0,10.058
4518,US-2013-128678,2013-09-16,2013-09-21,Standard Class,RB-19570,Consumer,98103,OFF-BI-10002103,48.664,7,0.2,15.8158
4519,CA-2013-101385,2013-09-26,2013-10-02,Standard Class,JW-16075,Consumer,94109,OFF-AR-10004441,16.56,4,0,6.9552
4523,CA-2014-105445,2014-02-21,2014-02-26,Second Class,BP-11095,Corporate,80027,OFF-FA-10003112,9.432,3,0.2,3.0654
4533,CA-2011-140403,2011-10-10,2011-10-10,Same Day,TN-21040,Home Office,95336,FUR-CH-10002774,122.352,3,0.2,13.7646
4534,CA-2011-140403,2011-10-10,2011-10-10,Same Day,TN-21040,Home Office,95336,OFF-EN-10001219,15.28,2,0,7.4872
4535,CA-2012-163104,2012-03-19,2012-03-26,Standard Class,MC-18130,Corporate,90004,OFF-PA-10001947,11.96,2,0,5.8604
4536,CA-2014-138464,2014-07-09,2014-07-13,Standard Class,VF-21715,Home Office,98103,FUR-FU-10003142,15.84,3,0,4.9104
4537,CA-2014-138464,2014-07-09,2014-07-13,Standard Class,VF-21715,Home Office,98103,OFF-BI-10001543,86.376,3,0.2,30.2316
4538,CA-2014-138464,2014-07-09,2014-07-13,Standard Class,VF-21715,Home Office,98103,OFF-AR-10003560,18.24,3,0,6.2016
4539,CA-2014-138464,2014-07-09,2014-07-13,Standard Class,VF-21715,Home Office,98103,OFF-AR-10004757,13.12,4,0,4.3296
4552,US-2011-165862,2011-07-13,2011-07-17,Standard Class,GK-14620,Corporate,90004,FUR-TA-10002855,351.216,3,0.2,4.3902
4553,US-2011-106334,2011-12-27,2012-01-02,Standard Class,JF-15490,Consumer,94109,FUR-CH-10004886,230.28,3,0.2,23.028
4554,US-2011-106334,2011-12-27,2012-01-02,Standard Class,JF-15490,Consumer,94109,OFF-PA-10003657,12.84,3,0,5.778
4558,US-2014-117331,2014-10-22,2014-10-29,Standard Class,ND-18370,Consumer,85301,OFF-BI-10003984,8.559,1,0.7,-6.5619
4561,CA-2012-118871,2012-12-04,2012-12-09,Second Class,HM-14860,Corporate,90004,OFF-EN-10003296,271.44,3,0,122.148
4562,CA-2012-118871,2012-12-04,2012-12-09,Second Class,HM-14860,Corporate,90004,TEC-PH-10000193,110.352,3,0.2,8.2764
4563,CA-2012-118871,2012-12-04,2012-12-09,Second Class,HM-14860,Corporate,90004,FUR-FU-10002111,36.4,5,0,13.832
4565,CA-2011-101175,2011-12-09,2011-12-14,Standard Class,DM-12955,Corporate,85204,OFF-ST-10004950,100.704,6,0.2,-1.2588
4570,CA-2011-169460,2011-04-19,2011-04-21,Second Class,NF-18595,Home Office,95123,FUR-FU-10004016,76.14,3,0,26.649
4573,CA-2014-126662,2014-07-18,2014-07-22,Standard Class,AB-10255,Home Office,90004,TEC-CO-10004202,479.984,2,0.2,89.997
4578,US-2011-121734,2011-04-11,2011-04-16,Standard Class,SE-20110,Consumer,83501,OFF-BI-10004817,9.584,1,0.2,3.3544
4584,US-2013-100405,2013-08-27,2013-08-29,Second Class,TS-21430,Corporate,90004,OFF-AR-10000390,8.26,2,0,3.7996
4585,US-2014-163790,2014-11-03,2014-11-05,Second Class,NL-18310,Home Office,94526,OFF-EN-10001335,76.58,7,0,38.29
4586,US-2014-163790,2014-11-03,2014-11-05,Second Class,NL-18310,Home Office,94526,OFF-AR-10003469,8.8,5,0,4.224
4587,US-2014-163790,2014-11-03,2014-11-05,Second Class,NL-18310,Home Office,94526,OFF-BI-10003718,590.352,6,0.2,206.6232
4588,US-2014-163790,2014-11-03,2014-11-05,Second Class,NL-18310,Home Office,94526,OFF-FA-10004838,5.58,3,0,0.1674
4589,US-2014-163790,2014-11-03,2014-11-05,Second Class,NL-18310,Home Office,94526,FUR-FU-10002508,25.02,3,0,10.5084
4590,US-2014-163790,2014-11-03,2014-11-05,Second Class,NL-18310,Home Office,94526,OFF-ST-10001511,452.55,7,0,22.6275
4591,CA-2013-129868,2013-12-27,2014-01-01,Standard Class,MC-18130,Corporate,90004,OFF-SU-10000952,17.76,2,0,4.9728
4592,CA-2013-129868,2013-12-27,2014-01-01,Standard Class,MC-18130,Corporate,90004,TEC-PH-10002275,302.384,2,0.2,30.2384
4593,CA-2013-129868,2013-12-27,2014-01-01,Standard Class,MC-18130,Corporate,90004,FUR-CH-10003535,146.352,3,0.2,-5.4882
4594,CA-2013-129868,2013-12-27,2014-01-01,Standard Class,MC-18130,Corporate,90004,OFF-AP-10004052,7.9,2,0,2.054
4595,CA-2013-129868,2013-12-27,2014-01-01,Standard Class,MC-18130,Corporate,90004,FUR-TA-10003473,902.712,3,0.2,33.8517
4596,CA-2013-129868,2013-12-27,2014-01-01,Standard Class,MC-18130,Corporate,90004,OFF-AR-10001897,53.97,3,0,15.1116
4611,US-2014-141852,2014-11-10,2014-11-15,Standard Class,JE-15745,Consumer,92054,FUR-FU-10000023,47.12,8,0,20.7328
4620,CA-2014-145219,2014-12-25,2014-12-26,First Class,RM-19675,Home Office,90004,TEC-CO-10001449,2879.952,6,0.2,1007.9832
4621,CA-2014-145219,2014-12-25,2014-12-26,First Class,RM-19675,Home Office,90004,OFF-BI-10001670,90.48,3,0.2,33.93
4632,CA-2014-168396,2014-08-04,2014-08-09,Second Class,BD-11725,Consumer,94109,OFF-LA-10001297,51.75,5,0,24.84
4633,CA-2014-168396,2014-08-04,2014-08-09,Second Class,BD-11725,Consumer,94109,FUR-FU-10000723,123.96,3,0,11.1564
4634,CA-2012-130456,2012-08-21,2012-08-26,Standard Class,DS-13180,Corporate,94109,FUR-BO-10003893,586.398,6,0.15,34.494
4635,CA-2012-130456,2012-08-21,2012-08-26,Standard Class,DS-13180,Corporate,94109,OFF-ST-10000736,80.98,1,0,3.2392
4636,CA-2014-116288,2014-03-13,2014-03-18,Standard Class,BS-11380,Corporate,94109,OFF-ST-10000736,242.94,3,0,9.7176
4637,CA-2014-168228,2014-04-28,2014-04-30,First Class,AP-10915,Consumer,90004,OFF-AR-10003373,123.92,4,0,33.4584
4638,CA-2014-168228,2014-04-28,2014-04-30,First Class,AP-10915,Consumer,90004,OFF-AR-10000390,12.39,3,0,5.6994
4639,CA-2014-168228,2014-04-28,2014-04-30,First Class,AP-10915,Consumer,90004,OFF-AR-10001725,47.3,2,0,12.298
4642,CA-2014-130141,2014-10-23,2014-10-25,Second Class,HA-14905,Consumer,80525,OFF-BI-10000831,3.168,4,0.7,-2.5344
4643,CA-2014-130141,2014-10-23,2014-10-25,Second Class,HA-14905,Consumer,80525,FUR-CH-10000749,579.136,4,0.2,-28.9568
4644,CA-2012-147501,2012-08-02,2012-08-06,Standard Class,Co-12640,Consumer,98103,OFF-BI-10002003,6.368,2,0.2,2.1492
4645,CA-2012-147501,2012-08-02,2012-08-06,Standard Class,Co-12640,Consumer,98103,TEC-MA-10001972,558.4,2,0.2,41.88
4649,CA-2014-129357,2014-05-15,2014-05-20,Standard Class,KB-16585,Corporate,98103,OFF-PA-10003228,440.19,9,0,206.8893
4650,CA-2014-129357,2014-05-15,2014-05-20,Standard Class,KB-16585,Corporate,98103,OFF-SU-10004498,64.4,5,0,1.932
4651,CA-2014-150987,2014-04-09,2014-04-13,Standard Class,AH-10120,Home Office,94109,OFF-PA-10001878,244.55,5,0,114.9385
4652,CA-2014-150987,2014-04-09,2014-04-13,Standard Class,AH-10120,Home Office,94109,OFF-PA-10002923,195.76,4,0,97.88
4655,CA-2014-159107,2014-06-25,2014-06-27,Second Class,KT-16480,Consumer,94109,OFF-FA-10001332,2.88,1,0,1.3536
4667,CA-2013-116547,2013-01-10,2013-01-17,Standard Class,KB-16585,Corporate,98103,FUR-FU-10000076,79.92,4,0,34.3656
4668,CA-2013-116547,2013-01-10,2013-01-17,Standard Class,KB-16585,Corporate,98103,TEC-AC-10002335,69.98,2,0,13.2962
4677,CA-2011-114510,2011-03-14,2011-03-19,Standard Class,JF-15295,Consumer,84321,OFF-BI-10001617,33.088,4,0.2,11.1672
4678,CA-2011-114510,2011-03-14,2011-03-19,Standard Class,JF-15295,Consumer,84321,OFF-ST-10000736,80.98,1,0,3.2392
4679,CA-2011-114510,2011-03-14,2011-03-19,Standard Class,JF-15295,Consumer,84321,TEC-AC-10004877,82.8,12,0,6.624
4680,CA-2011-114510,2011-03-14,2011-03-19,Standard Class,JF-15295,Consumer,84321,OFF-ST-10003221,21.36,2,0,5.7672
4681,CA-2011-114510,2011-03-14,2011-03-19,Standard Class,JF-15295,Consumer,84321,OFF-BI-10003007,62.048,2,0.2,20.1656
4690,CA-2011-138681,2011-12-20,2011-12-22,First Class,CT-11995,Consumer,85705,FUR-FU-10001876,51.968,2,0.2,10.3936
4691,CA-2011-138681,2011-12-20,2011-12-22,First Class,CT-11995,Consumer,85705,TEC-AC-10003628,71.976,3,0.2,21.5928
4692,CA-2011-138681,2011-12-20,2011-12-22,First Class,CT-11995,Consumer,85705,FUR-CH-10004860,242.352,3,0.2,-42.4116
4693,CA-2011-138681,2011-12-20,2011-12-22,First Class,CT-11995,Consumer,85705,OFF-PA-10000357,221.92,5,0.2,77.672
4694,CA-2011-138681,2011-12-20,2011-12-22,First Class,CT-11995,Consumer,85705,OFF-PA-10003270,8.448,2,0.2,2.64
4708,CA-2014-138149,2014-06-30,2014-07-01,First Class,WB-21850,Consumer,90004,OFF-BI-10003091,895.92,5,0.2,302.373
4709,CA-2014-138149,2014-06-30,2014-07-01,First Class,WB-21850,Consumer,90004,OFF-ST-10002974,130.71,3,0,39.213
4710,CA-2014-138149,2014-06-30,2014-07-01,First Class,WB-21850,Consumer,90004,OFF-AR-10000255,11.68,2,0,3.0368
4711,CA-2014-138149,2014-06-30,2014-07-01,First Class,WB-21850,Consumer,90004,TEC-AC-10001284,62.31,3,0,22.4316
4715,CA-2014-121643,2014-05-19,2014-05-21,First Class,AB-10105,Consumer,97206,TEC-PH-10002200,344.704,2,0.2,38.7792
4716,US-2012-122910,2012-05-12,2012-05-16,Standard Class,LT-16765,Consumer,80027,TEC-PH-10000441,201.584,2,0.2,20.1584
4717,CA-2014-143126,2014-12-04,2014-12-08,Second Class,CM-12655,Home Office,98103,FUR-TA-10002958,521.96,2,0,88.7332
4719,CA-2012-109736,2012-10-10,2012-10-11,First Class,DJ-13420,Corporate,94109,OFF-PA-10004101,45.36,7,0,21.7728
4720,CA-2012-142601,2012-04-18,2012-04-20,Second Class,DE-13255,Home Office,90004,OFF-ST-10002756,947.17,7,0,9.4717
4721,CA-2012-142601,2012-04-18,2012-04-20,Second Class,DE-13255,Home Office,90004,OFF-PA-10000483,61.96,2,0,27.882
4723,US-2014-135230,2014-09-02,2014-09-08,Standard Class,CK-12325,Home Office,98103,OFF-AR-10003631,7.58,1,0,2.9562
4729,CA-2011-123323,2011-11-07,2011-11-12,Standard Class,LH-16900,Consumer,94109,OFF-BI-10003684,123.144,7,0.2,46.179
4731,US-2012-103996,2012-03-29,2012-03-31,Second Class,RB-19435,Consumer,92037,OFF-PA-10001736,212.64,6,0,99.9408
4732,US-2012-103996,2012-03-29,2012-03-31,Second Class,RB-19435,Consumer,92037,OFF-PA-10001609,9.87,3,0,4.5402
4733,US-2012-103996,2012-03-29,2012-03-31,Second Class,RB-19435,Consumer,92037,TEC-AC-10003116,53.25,3,0,20.7675
4734,US-2012-103996,2012-03-29,2012-03-31,Second Class,RB-19435,Consumer,92037,FUR-FU-10004586,19.92,3,0,9.5616
4739,CA-2012-105725,2012-02-18,2012-02-24,Standard Class,GT-14755,Consumer,90805,OFF-LA-10003510,61.06,2,0,28.0876
4740,CA-2012-105725,2012-02-18,2012-02-24,Standard Class,GT-14755,Consumer,90805,FUR-TA-10001676,35.544,1,0.2,-0.8886
4741,CA-2014-164364,2014-11-13,2014-11-17,Standard Class,CS-12355,Consumer,98103,OFF-LA-10004853,9.96,2,0,4.5816
4742,CA-2014-164364,2014-11-13,2014-11-17,Standard Class,CS-12355,Consumer,98103,OFF-AR-10000315,9.21,3,0,2.3025
4743,CA-2014-164364,2014-11-13,2014-11-17,Standard Class,CS-12355,Consumer,98103,OFF-SU-10000381,27.93,3,0,8.0997
4748,CA-2013-120005,2013-03-04,2013-03-04,Same Day,TS-21160,Corporate,94109,OFF-SU-10004782,25.35,3,0,7.605
4749,CA-2013-120005,2013-03-04,2013-03-04,Same Day,TS-21160,Corporate,94109,FUR-FU-10000672,35.28,3,0,11.9952
4750,CA-2013-123526,2013-12-25,2013-12-26,First Class,BV-11245,Corporate,98103,OFF-PA-10002986,33.4,5,0,16.032
4751,CA-2013-127649,2013-10-08,2013-10-10,First Class,DL-13495,Corporate,99207,TEC-MA-10001972,837.6,3,0.2,62.82
4764,CA-2011-112851,2011-09-17,2011-09-21,Standard Class,NR-18550,Consumer,91911,OFF-EN-10001453,182.94,3,0,85.9818
4765,CA-2014-123701,2014-11-25,2014-11-28,First Class,PG-18820,Consumer,94109,OFF-AR-10001860,27.76,4,0,9.9936
4770,US-2013-114888,2013-09-20,2013-09-25,Second Class,CC-12430,Home Office,94109,OFF-BI-10003355,11.952,3,0.2,4.1832
4771,US-2013-114888,2013-09-20,2013-09-25,Second Class,CC-12430,Home Office,94109,OFF-SU-10001212,6.24,3,0,1.872
4772,US-2011-167262,2011-10-31,2011-11-03,Second Class,AC-10450,Consumer,85323,TEC-PH-10000486,742.336,8,0.2,83.5128
4776,CA-2014-108091,2014-11-17,2014-11-22,Standard Class,EK-13795,Home Office,92025,OFF-AR-10000255,23.36,4,0,6.0736
4785,CA-2012-104346,2012-12-11,2012-12-16,Standard Class,IM-15070,Consumer,80906,OFF-AR-10001473,13.12,5,0.2,1.148
4786,CA-2012-104346,2012-12-11,2012-12-16,Standard Class,IM-15070,Consumer,80906,FUR-BO-10003450,69.576,4,0.7,-143.7904
4787,CA-2012-104346,2012-12-11,2012-12-16,Standard Class,IM-15070,Consumer,80906,OFF-AR-10001545,4.224,3,0.2,0.4752
4788,CA-2012-104346,2012-12-11,2012-12-16,Standard Class,IM-15070,Consumer,80906,TEC-AC-10004396,58.08,4,0.2,-6.534
4789,CA-2012-104346,2012-12-11,2012-12-16,Standard Class,IM-15070,Consumer,80906,FUR-FU-10002456,52.416,9,0.2,15.0696
4790,CA-2012-104346,2012-12-11,2012-12-16,Standard Class,IM-15070,Consumer,80906,FUR-FU-10001472,54.92,5,0.2,10.984
4791,CA-2012-104346,2012-12-11,2012-12-16,Standard Class,IM-15070,Consumer,80906,FUR-TA-10000849,364.95,5,0.5,-248.166
4792,CA-2012-104346,2012-12-11,2012-12-16,Standard Class,IM-15070,Consumer,80906,OFF-PA-10001165,85.056,3,0.2,28.7064
4793,CA-2012-104346,2012-12-11,2012-12-16,Standard Class,IM-15070,Consumer,80906,OFF-PA-10003256,27.696,3,0.2,9.6936
4795,CA-2012-144722,2012-03-16,2012-03-23,Standard Class,MF-18250,Corporate,90004,FUR-FU-10001215,43.13,1,0,18.1146
4806,CA-2012-137708,2012-11-22,2012-11-25,Second Class,NG-18430,Consumer,90004,OFF-PA-10000176,37.94,2,0,18.2112
4807,CA-2012-137708,2012-11-22,2012-11-25,Second Class,NG-18430,Consumer,90004,OFF-PA-10000327,42.8,10,0,19.26
4808,CA-2012-137708,2012-11-22,2012-11-25,Second Class,NG-18430,Consumer,90004,OFF-ST-10004634,33.63,3,0,10.089
4815,CA-2013-111696,2013-05-09,2013-05-11,First Class,TB-21625,Consumer,90004,OFF-PA-10002751,17.94,3,0,8.073
4823,CA-2013-134222,2013-07-11,2013-07-12,Same Day,NZ-18565,Home Office,85364,OFF-BI-10001658,44.856,6,0.7,-35.8848
4827,US-2014-136707,2014-11-13,2014-11-16,First Class,JE-15610,Corporate,90004,OFF-BI-10003460,14.016,4,0.2,4.9056
4835,CA-2014-167661,2014-10-06,2014-10-11,Standard Class,MP-18175,Home Office,94109,OFF-BI-10002571,39.92,5,0.2,13.473
4836,CA-2014-167661,2014-10-06,2014-10-11,Standard Class,MP-18175,Home Office,94109,OFF-PA-10002581,61.96,2,0,27.882
4837,CA-2014-167661,2014-10-06,2014-10-11,Standard Class,MP-18175,Home Office,94109,OFF-BI-10001097,19.936,4,0.2,7.2268
4845,US-2011-128685,2011-04-04,2011-04-05,First Class,MZ-17515,Corporate,90004,OFF-BI-10004140,7.184,2,0.2,2.245
4847,CA-2011-164469,2011-06-25,2011-06-27,Second Class,GK-14620,Corporate,97301,TEC-PH-10002115,263.96,5,0.2,19.797
4848,CA-2011-164469,2011-06-25,2011-06-27,Second Class,GK-14620,Corporate,97301,OFF-AR-10003478,71.632,11,0.2,17.908
4849,CA-2011-164469,2011-06-25,2011-06-27,Second Class,GK-14620,Corporate,97301,OFF-AR-10000475,9.328,1,0.2,0.8162
4850,CA-2011-107818,2011-09-08,2011-09-14,Standard Class,MC-17275,Consumer,99301,OFF-AR-10003045,5.88,2,0,2.646
4851,CA-2011-107818,2011-09-08,2011-09-14,Standard Class,MC-17275,Consumer,99301,FUR-CH-10000454,975.92,5,0.2,121.99
4852,CA-2011-107818,2011-09-08,2011-09-14,Standard Class,MC-17275,Consumer,99301,OFF-AR-10000380,303.84,8,0,91.152
4853,CA-2011-107818,2011-09-08,2011-09-14,Standard Class,MC-17275,Consumer,99301,OFF-ST-10000736,485.88,6,0,19.4352
4854,CA-2011-113320,2011-12-12,2011-12-15,Second Class,LH-17155,Consumer,94601,FUR-FU-10004270,12.54,3,0,4.5144
4855,CA-2011-113320,2011-12-12,2011-12-15,Second Class,LH-17155,Consumer,94601,OFF-ST-10000617,8.94,3,0,0.6258
4856,CA-2011-113320,2011-12-12,2011-12-15,Second Class,LH-17155,Consumer,94601,FUR-FU-10001706,9.24,3,0,4.4352
4857,CA-2012-137526,2012-01-13,2012-01-17,Standard Class,PB-19150,Consumer,90004,OFF-BI-10003364,70.008,3,0.2,24.5028
4858,CA-2012-137526,2012-01-13,2012-01-17,Standard Class,PB-19150,Consumer,90004,FUR-FU-10001861,77.6,4,0,38.024
4859,CA-2012-137526,2012-01-13,2012-01-17,Standard Class,PB-19150,Consumer,90004,FUR-FU-10004845,464.85,9,0,92.97
4866,CA-2014-122490,2014-11-14,2014-11-19,Standard Class,TT-21070,Consumer,98103,FUR-CH-10001215,2404.704,6,0.2,150.294
4867,CA-2014-122490,2014-11-14,2014-11-19,Standard Class,TT-21070,Consumer,98103,OFF-BI-10001718,563.024,11,0.2,190.0206
4868,CA-2014-122490,2014-11-14,2014-11-19,Standard Class,TT-21070,Consumer,98103,OFF-ST-10000991,344.91,3,0,10.3473
4869,CA-2014-122490,2014-11-14,2014-11-19,Standard Class,TT-21070,Consumer,98103,OFF-LA-10001613,8.64,3,0,4.2336
4884,CA-2014-104080,2014-03-09,2014-03-16,Standard Class,AH-10210,Consumer,92804,OFF-BI-10003876,171.2,5,0.2,64.2
